CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;TIPO_HOGAR;MATERIAL_TECHUMBRE;DENSIDAD_HOGAR 
TQRMNOPSSHLMLPCDEFJAH00803570;2024;3;1;1;43;N;3;435;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOPVSHLOLQCDEFJAH00803594;2024;3;1;1;43;N;3;259;1;;2;2;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;200000;1;1;1;;1;1;200000;3;3;2;;3;2;311;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOYTQHMMLRCDEFJAH00808704;2024;3;1;1;43;N;3;369;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;96;0;0;0;Nuclear;Material durable;Bajo
TQRMNORVUHMOLSCDEFJAH00808705;2024;3;1;1;43;N;3;471;1;;4;1;;4;1;1;2;;1;1;1;3;2;2;2;4;2;1;1;1;2;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;3;5;1;4;0;Extendido;Material durable;Bajo
TQRMNOQPVHLOLMCDEGGFB00804641;2024;3;1;1;42;S;10;559;1;;2;2;;4;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;2;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;1;3;0;0;Nuclear;Material durable;Bajo
TQRMNOSTPHLOLNCDEFOCD00804353;2024;3;1;1;41;N;8;237;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;1;1;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;780000;5;5;7;;5;8;260000;4;4;6;;4;7;357;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQYYHLOLQCDEFOCD00804361;2024;3;1;1;41;N;8;183;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;2;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;670000;4;4;6;;5;7;223333,33;3;3;5;;4;6;255;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPSTHKOKSCDEOHCH00872489;2024;3;1;1;44;N;91;119;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1460000;8;8;7;;8;8;730000;9;9;8;;9;8;135;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOVVTHLOKSCDEOHCH00808383;2024;3;1;1;44;N;91;187;1;;2;1;;3;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;740000;4;5;3;;5;4;246666,67;4;4;3;;4;3;213;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOVVVHLOKSCDEOHCH00808384;2024;3;1;1;44;N;91;157;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;4;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;138000;1;1;1;;1;1;27600;1;1;1;;1;1;168;1;0;2;5;0;0;Extendido;Material durable;Bajo
TQRMNOPSVHJNKSCDEOHCH00865734;2024;3;1;1;44;N;91;92;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;390000;2;2;2;;2;2;390000;6;6;5;;7;5;107;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOUVPHLLLNCDEGOIH00805458;2024;3;1;1;40;N;18;375;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;940000;6;6;7;;6;7;313333,33;5;5;6;;6;7;408;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPTPHMKKSCDEGOIH00853374;2024;3;1;1;40;N;18;403;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1130000;7;7;7;;7;8;565000;8;8;9;;8;9;411;2;0;96;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPUSHMOKTCDEGOIH00810488;2024;3;1;1;40;N;18;231;1;;3;2;;1;1;2;1;;1;1;2;2;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;4;COCINA ELECTRICA;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;6;2;4;709000;4;5;5;;5;5;118166,67;1;1;2;;2;2;219;2;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOPUUHMOKTCDEGOIH00810489;2024;3;1;1;40;N;18;320;1;;2;2;;1;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;920000;6;6;6;;6;7;306666,67;5;5;6;;5;7;318;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQSQHKOKNCDEHPJB00872490;2024;3;1;1;40;S;29;526;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;1;0;1;525000;3;3;3;3;;3;525000;7;8;9;7;;9;612;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNORPTHMMKUCDEHPJB00811504;2024;3;1;1;40;S;29;180;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOSPPHLOKSCDEHPJB00865970;2024;3;1;1;40;S;29;358;2;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;4;electricidad;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;1;0;1;230000;1;1;1;1;;1;230000;3;3;5;3;;4;408;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOQVRHMOLLCDEHPJB00811485;2024;3;1;1;40;S;29;270;2;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;500000;3;3;3;2;;3;250000;4;4;5;3;;5;313;1;0;2;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQRWHKMKOCDEHPJB00869222;2024;3;1;1;40;S;29;354;1;;2;2;;4;2;1;1;;1;2;2;1;1;2;2;1;1;2;0;1;1;2;2;0;2;0;1;;2;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOQVUHKKKRCDEHPJB00872491;2024;3;1;1;40;S;29;421;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;1;1;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;650000;4;4;4;3;;4;650000;8;9;9;8;;9;515;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOQRTHLNMNCDEIJAH00865729;2024;3;1;1;1;S;33;2822;1;;2;1;;2;2;1;1;;1;1;2;3;2;2;2;2;2;2;0;1;2;2;2;0;2;0;9;en tramite la escritura;1;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;7;2;5;859000;5;;5;5;;5;122714,29;1;;1;1;;1;4782;1;2;7;0;0;0;Extendido;Material durable;Bajo
TQSMNOPSXHLNMQCDEIJAH00865768;2024;3;1;1;1;S;33;2474;1;;1;2;;4;2;2;1;;1;3;3;4;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;;2;;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;3;2;750000;4;;4;4;;4;150000;2;;2;2;;2;4914;1;2;98;0;0;0;Extendido;Material durable;Bajo
TQRMNORXQHKMMNCDEIJAH00872492;2024;3;1;1;1;S;33;1122;1;;5;1;;4;1;1;1;;1;1;1;2;2;1;2;5;1;1;2;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;5;1;4;597000;3;;3;3;;3;119400;1;;1;1;;1;1255;2;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOTSUHMOMNCDEIJAH00812195;2024;3;1;1;1;S;33;3211;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;1910000;9;;9;9;;9;1910000;10;;10;10;;10;4070;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNORRQHMOKMCDEHIBB00810790;2024;3;1;1;40;N;22;162;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;2;5;1;4;686000;4;4;5;;5;5;137200;2;2;2;;2;3;159;1;0;2;0;0;0;Extendido;Material durable;Bajo
TQRMNOPPTHJMLQCDEGNFJ00866072;2024;3;1;1;44;N;17;369;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;6;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;930000;6;6;4;;6;4;310000;5;5;4;;5;4;584;1;0;2;3;0;0;Nuclear;Material durable;Bajo
TQRMNOQSXHMOLPCDEGNFJ00810354;2024;3;1;1;44;N;17;269;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;6;3;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;3;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOSUPHKMLPCDEGNFJ00872335;2024;3;1;1;44;N;17;210;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORPPHMOLQCDEGNFJ00810355;2024;3;1;1;44;N;17;223;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;550000;3;3;2;;4;2;275000;4;4;3;;5;3;506;1;0;97;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQXSHKKKOCDEHNHB00872336;2024;3;1;1;42;S;27;153;2;;4;1;;9;1;1;1;;1;1;1;2;2;2;2;4;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;2;2;559000;3;3;3;3;;3;139750;2;2;2;2;;2;156;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQTSHKOLOCDEGIBJ00872337;2024;3;1;1;41;N;12;282;1;;4;1;;4;1;1;1;;1;1;1;2;1;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;1;2;2;2;2;5;1;4;240000;1;1;1;;1;1;48000;1;1;1;;1;1;278;2;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOTQXHMLKNCDEFOCD00809426;2024;3;1;1;41;N;8;480;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;3;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;295000;1;1;2;;2;3;295000;4;5;6;;5;7;498;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOSXSHKOKNCDEFOCD00872338;2024;3;1;1;41;N;8;223;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;600000;3;4;5;;4;7;600000;8;8;10;;9;10;265;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOQSPHKMKOCDEFOCD00872339;2024;3;1;1;41;N;8;300;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;8;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;160000;1;1;1;;1;1;160000;2;2;3;;2;5;313;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOPPTHJOKPCDEFOCD00872340;2024;3;1;1;41;N;8;381;1;;3;2;;4;2;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;400000;2;2;3;;2;5;400000;6;6;8;;7;9;457;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOQSVHJOKPCDEFOCD00865833;2024;3;1;1;41;N;8;287;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;450000;2;3;4;;3;5;225000;3;3;5;;4;6;361;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPWQHLMKOCDEFOCD00804374;2024;3;1;1;41;N;8;199;1;;3;1;;2;1;1;1;;1;1;2;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;150000;1;1;1;;1;1;50000;1;1;1;;1;1;289;1;0;2;3;0;0;Nuclear;Material durable;Bajo
TQRMNOQVWHKOKTCDEFOCD00872341;2024;3;1;1;41;N;8;368;1;;2;2;;4;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;800000;5;5;7;;5;8;800000;9;9;10;;9;10;364;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOQWPHJLKQCDEFOCD00865834;2024;3;1;1;41;N;8;473;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;96;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQSPHKOKOCDEGPDJ00872342;2024;3;1;1;40;N;19;268;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1600000;8;9;9;;9;9;800000;9;9;10;;9;10;268;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORUTHKOKOCDEGPDJ00872343;2024;3;1;1;40;N;19;268;1;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;1;1;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;3300000;10;10;10;;10;10;1650000;10;10;10;;10;10;268;96;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQSQHJKKRCDEGPDJ00865935;2024;3;1;1;40;N;19;222;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;1;0;1;600000;3;4;4;;4;4;600000;8;8;9;;8;9;222;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOPSRHJMKSCDEGPDJ00865936;2024;3;1;1;40;N;19;186;2;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;1;2;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;730000;4;5;5;;5;5;730000;9;9;10;;9;10;186;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOQTWHKMKPCDEGPDJ00872344;2024;3;1;1;40;N;19;207;2;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;730000;4;5;5;;5;5;243333,33;3;4;5;;4;5;207;2;0;3;0;0;0;Nuclear;Material durable;Bajo
TQRMNOTVTHKMKPCDEGPDJ00872345;2024;3;1;1;40;N;19;141;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;4;2;0;1;2;2;2;0;1;1;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;1110000;7;7;7;;7;7;222000;3;3;4;;4;4;141;1;2;3;4;5;0;Extendido;Material durable;Bajo
TQRMNOPTSHMOKQCDEGPDJ00810605;2024;3;1;1;40;N;19;172;1;;3;1;;4;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;800000;5;5;5;;5;6;800000;9;9;10;;9;10;172;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNORSRHKLLOCDEGGFB00872346;2024;3;1;1;42;S;10;543;1;;5;1;;1;1;1;1;;1;1;1;2;2;2;2;5;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOQYVHLNLRCDEFJAH00872417;2024;3;1;1;43;N;3;207;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORYPHKMKMCDEIKAH00872418;2024;3;1;1;43;S;34;744;1;;3;1;;3;2;1;1;;1;1;1;1;2;2;2;3;1;1;1;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;0;2;1800000;9;9;9;9;;9;900000;9;10;9;9;;10;2064;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQWVHKOLOCDEHMHF00872419;2024;3;1;1;42;N;26;242;1;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;1;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;3;2;1056200;6;7;7;;7;7;211240;3;3;3;;4;4;230;1;0;2;0;0;0;Extendido;Material durable;Bajo
TQRMNOSWRHKOLOCDEHMHF00872420;2024;3;1;1;42;N;26;123;1;;4;1;;1;1;1;1;;1;1;1;1;1;2;2;4;2;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;758000;4;5;5;;5;5;379000;6;6;7;;7;7;124;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOTXTHJOLNCDEHMHF00865923;2024;3;1;1;42;N;26;155;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;1400000;8;8;8;;8;9;280000;4;4;5;;5;5;220;2;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNORQPHMMKTCDEGKDB00810182;2024;3;2;1;43;N;14;101;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;2;2;2;0;0;0;0;2;;2;;2;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;870000;5;6;5;;6;7;217500;3;3;3;;4;4;156;4;0;97;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPRVHMOKUCDEGKDB00810153;2024;3;1;1;43;N;14;109;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;2;0;0;0;Nuclear;Material durable;Bajo
TQRMNORUSHKNKNCDEIOAH00872421;2024;3;1;1;43;N;38;59;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;700000;4;4;4;;5;4;350000;5;6;5;;6;6;66;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORVPHMOKMCDEOJAH00813428;2024;3;1;1;44;N;93;87;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOSQVHKKKMCDEOJAH00872422;2024;3;1;1;44;N;93;107;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;96;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORRQHLMKPCDEOJAH00808428;2024;3;1;1;44;N;93;91;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOQXUHKMKNCDEOJAH00872423;2024;3;1;1;44;N;93;106;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1270000;7;8;6;;8;7;423333,33;6;7;5;;7;5;156;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPXYHKOKOCDEOJAH00872424;2024;3;1;1;44;N;93;80;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;900000;5;6;4;;6;5;300000;5;5;4;;5;3;136;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORYWHKOKOCDEOJAH00872425;2024;3;1;1;44;N;93;43;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;729600;4;5;3;;5;3;145920;2;2;1;;2;1;62;2;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOPQXHLOKQCDEOJAH00808469;2024;3;2;1;44;N;93;34;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1000000;6;6;5;;7;6;500000;7;8;6;;8;7;51;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQTTHJMKSCDEGJBF00866661;2024;3;1;1;43;S;13;649;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1270000;7;8;7;7;;8;423333,33;6;7;6;6;;6;796;1;0;98;0;0;0;Nuclear;Material durable;Bajo
