CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;TIPO_HOGAR;MATERIAL_TECHUMBRE;DENSIDAD_HOGAR 
TQTMNORPQHLMSMCDEIJAH00807883;2024;3;1;1;1;S;33;2405;2;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;1;2;740000;4;;4;4;;4;246666,67;4;;3;3;;4;4342;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORWVHKLKUCDEFKID00867037;2024;3;1;1;43;S;4;1313;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;96;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSXYHLOMLCDEHPJB00806538;2024;3;1;1;40;S;29;326;1;;2;1;;4;2;1;1;;1;1;1;1;2;1;2;2;2;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;5;0;5;880000;5;6;6;5;;6;176000;2;2;3;2;;3;375;2;0;1;3;0;0;Extendido;Material durable;Bajo
TQRMNOUURHJMLRCDEFKID00866158;2024;3;1;1;43;S;4;506;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;240000;1;1;1;1;;1;240000;3;4;3;3;;3;634;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOSVQHLMLQCDEFKID00803740;2024;3;1;1;43;S;4;453;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;300000;1;2;1;1;;1;300000;5;5;4;4;;4;548;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNORWTHJNLOCDEIGED00866393;2024;3;1;1;43;N;30;128;1;;2;1;;1;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOPSXHKLLNCDEIGED00867038;2024;3;1;1;43;N;30;157;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;2170000;9;10;10;;10;9;542500;8;8;7;;8;7;213;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPQTHKNKMCDEIOAH00867039;2024;3;1;1;43;N;38;130;1;;2;1;;2;1;1;1;;1;1;1;3;2;2;2;2;2;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;956000;6;6;6;;6;7;239000;3;4;3;;4;4;183;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQYUHMMKNCDEIOAH00813182;2024;3;1;1;43;N;38;155;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPWUHJMKOCDEIOAH00866703;2024;3;1;1;43;N;38;100;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;1;1;2;0;1;1;2;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1700000;8;9;9;;9;9;425000;6;7;6;;7;7;147;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQXVHLMKOCDEIOAH00808213;2024;3;1;1;43;N;38;109;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;0;5;523000;3;3;3;;3;3;104600;1;1;1;;1;1;152;2;0;3;0;0;0;Extendido;Material durable;Bajo
TQRMNOQPWHKOKMCDEGOIH00867040;2024;3;1;1;40;N;18;330;1;;5;1;;3;1;1;1;;1;1;1;2;2;2;2;5;2;1;1;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;495000;3;3;3;;3;3;165000;2;2;3;;3;4;332;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORPSHKLRQCDEIJAH00867041;2024;3;1;1;1;S;33;964;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;2;2;2;0;0;0;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORWWHMMSSCDEIJAH00867042;2024;3;1;1;1;S;33;892;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;6;1;5;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOQRTHLMRRCDEIJAH00807411;2024;3;1;1;1;S;33;1834;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1314000;7;;7;7;;7;657000;8;;8;8;;9;2854;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQQRHJMKUCDEHLEH00866763;2024;3;1;1;40;N;25;131;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;0;3;860000;5;6;6;;6;7;286666,67;4;5;6;;5;7;163;2;3;1;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPSPHJOLNCDEHLEH00866804;2024;3;1;1;40;N;25;127;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;1;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQVWHJMLLCDEHLEH00865819;2024;3;1;1;40;N;25;156;1;;3;1;;4;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;5;2;3;850000;5;6;6;;6;7;170000;2;2;3;;3;4;186;2;1;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOSPSHLOLNCDEHLEH00806143;2024;3;1;1;40;N;25;207;1;;3;1;;1;2;1;1;;1;1;1;1;1;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;0;4;590000;3;4;4;;4;5;147500;2;2;2;;2;3;239;2;4;1;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSTQHJOLNCDEHLEH00865831;2024;3;1;1;40;N;25;166;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;492000;2;3;3;;3;4;246000;4;4;5;;4;6;203;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQYPHKMLLCDEHNHB00866877;2024;3;1;1;42;S;27;411;1;;6;1;;1;1;1;1;;1;1;1;2;2;2;2;6;3;1;1;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;1057000;6;7;7;6;;7;211400;3;3;3;3;;3;473;96;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNORSWHJLLMCDEHNHB00865974;2024;3;1;1;42;S;27;475;1;;5;1;;1;1;1;1;;1;1;2;2;2;2;2;5;3;1;1;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;2;1;2;1;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;1;0;0;0;Nuclear;Material durable;Bajo
TQRMNOTPYHJOLNCDEHNHB00865812;2024;3;1;1;42;S;27;297;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;1350000;7;8;8;7;;8;1350000;10;10;10;10;;10;323;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOPPUHJOLOCDEHNHB00866630;2024;3;1;1;42;S;27;390;1;;3;2;;7;2;2;1;;1;2;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;;2;;3;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;2;3;617500;3;4;4;3;;4;123500;1;2;1;1;;2;400;1;2;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOPVWHJMLRCDEHNHB00866671;2024;3;1;1;42;S;27;380;1;;1;1;;7;2;1;1;;1;1;1;2;2;2;2;1;1;2;0;2;2;2;0;0;0;0;5;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1085580;6;7;7;6;;7;361860;5;6;6;5;;7;351;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPWSHMLLTCDEHNHB00811343;2024;3;1;1;42;S;27;424;1;;5;1;;1;1;1;1;;1;1;1;2;2;2;2;5;2;2;0;1;1;1;2;0;2;0;6;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;1;3;759483;4;5;5;4;;5;189870,75;3;3;3;2;;3;477;1;2;4;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPTQHLMLRCDEHNHB00806398;2024;3;1;1;42;S;27;317;1;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;431160;2;2;2;2;;2;431160;6;7;7;6;;8;322;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOPRVHMMLOCDEFIAH00808533;2024;3;1;1;43;S;2;846;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;1550000;8;9;8;8;;9;516666,67;7;8;7;7;;7;1475;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORUQHMMLOCDEFIAH00808571;2024;3;2;1;43;S;2;358;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;350000;2;2;2;2;;2;350000;5;6;5;5;;5;478;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOQVTHLMLPCDEFIAH00866878;2024;3;1;1;43;S;2;341;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;2;2;2;0;0;0;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;350000;2;2;2;2;;2;350000;5;6;5;5;;5;456;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNORWYHMMLPCDEFIAH00851576;2024;3;1;1;43;S;2;905;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;1;1;1;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;0;2;900000;5;6;6;5;;6;450000;7;7;6;6;;6;1291;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQTSHMKMTCDEIIAD00812083;2024;3;1;1;1;S;32;794;2;;3;1;;9;1;1;1;;1;1;1;1;2;2;2;3;1;1;1;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1800000;9;;8;9;;7;900000;9;;9;9;;7;1452;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQTUHMKMTCDEIIAD00854858;2024;3;1;1;1;S;32;1319;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;1;1;1;2;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;3900000;10;;10;10;;9;1950000;10;;10;10;;10;3153;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORTPHKKMTCDEIIAD00866963;2024;3;1;1;1;S;32;2558;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1200000;7;;7;7;;5;400000;6;;6;6;;3;4420;1;2;97;0;0;0;Nuclear;Material durable;Bajo
TQRMNORTSHKKMTCDEIIAD00866964;2024;3;1;1;1;S;32;2987;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2750000;10;;10;10;;9;687500;8;;8;8;;5;4691;2;1;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSQYHMMMPCDEGJBF00810030;2024;3;1;1;43;S;13;600;2;;3;1;;1;1;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;0;2;710000;4;5;4;4;;4;355000;5;6;5;5;;5;689;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQTPHLOMNCDEGJBF00804885;2024;3;2;1;43;S;13;704;2;;3;1;;2;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;2;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;0;1;200000;1;1;1;1;;1;200000;3;3;2;3;;2;720;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOPTUHKMMNCDEGJBF00866965;2024;3;1;1;43;S;13;697;1;;2;1;;3;1;1;1;;1;1;1;3;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;1815000;9;9;9;9;;9;907500;9;10;9;9;;9;796;2;0;1;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQURHJOMNCDEGJBF00862346;2024;3;1;1;43;S;13;887;1;;2;1;;1;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;2;2;2;3;0;3;1530000;8;9;8;8;;9;510000;7;8;7;7;;7;1014;1;0;1;3;0;0;Nuclear;Material durable;Bajo
TQRMNORPWHLMMOCDEGJBF00810039;2024;3;1;1;43;S;13;718;1;;4;1;;1;1;1;1;;1;1;1;2;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1400000;8;8;8;7;;8;700000;8;9;8;8;;8;814;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSVYHLOKPCDEIMBF00808025;2024;3;1;1;43;N;36;146;1;;1;1;;2;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;200000;1;1;1;;1;1;200000;3;3;2;;3;2;257;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNOSWQHLOKPCDEIMBF00861980;2024;3;1;1;43;N;36;186;1;;2;2;;2;1;1;1;;1;1;1;3;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;2;;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5;2;3;800000;5;5;5;;6;6;160000;2;2;2;;2;2;265;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOPXUHJNKTCDEIMBF00861989;2024;3;1;1;43;N;36;93;1;;2;2;;2;2;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;900000;5;6;5;;6;6;900000;9;9;9;;10;9;212;1;0;98;0;0;0;Extendido;Material durable;Medio
TQRMNORTUHJNKTCDEIMBF00862163;2024;3;1;1;43;N;36;148;1;;2;1;;1;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;4;1;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQURHJLKUCDEIMBF00862164;2024;3;1;1;43;N;36;171;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1500000;8;8;8;;9;8;500000;7;8;7;;8;7;468;1;0;96;0;0;0;Nuclear;Material durable;Bajo
TQRMNORUSHLOLPCDEFOCD00804278;2024;3;1;1;41;N;8;317;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;2;2;2;0;0;0;0;2;;2;;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;964000;6;6;8;;6;9;321333,33;5;5;7;;6;8;558;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSWPHLOLPCDEFOCD00861982;2024;3;1;1;41;N;8;289;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;8;;2;;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;290000;1;1;2;;1;3;145000;2;2;3;;2;4;364;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNORPPHLOLQCDEFOCD00804279;2024;3;1;1;41;N;8;168;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;558000;3;3;5;;4;6;279000;4;4;6;;5;7;271;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPWRHKLKRCDEFOCD00866966;2024;3;1;1;41;N;8;56;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;500000;3;3;4;;3;6;250000;4;4;5;;4;6;107;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPWYHKLKRCDEFOCD00866967;2024;3;1;1;41;N;8;95;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQYWHKMKQCDEFOCD00866968;2024;3;1;1;41;N;8;303;1;;2;2;;4;2;2;1;;1;2;2;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;4;1;3;258000;1;1;2;;1;2;64500;1;1;1;;1;1;566;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQQXHKNKMCDEFOCD00866969;2024;3;1;1;41;N;8;106;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1250000;7;8;9;;8;10;416666,67;6;7;8;;7;9;113;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQVUHKNKNCDEFOCD00866970;2024;3;1;1;41;N;8;119;1;;3;2;;4;2;1;1;;1;1;1;2;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;950000;6;6;8;;6;9;237500;3;4;5;;4;6;240;3;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOQVWHKNKNCDEFOCD00866971;2024;3;1;1;41;N;8;110;1;;3;2;;4;1;1;1;;1;1;2;2;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;280000;1;1;2;;1;3;280000;4;4;6;;5;7;90;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOPXWHJOLNCDEHNHB00866548;2024;3;1;1;42;S;27;297;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;379000;2;2;2;2;;2;379000;6;6;7;6;;7;288;1;0;98;0;0;0;Extendido;Material durable;Bajo
TQRMNORVYHLOLSCDEHNHB00806305;2024;3;1;1;42;S;27;287;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSPYHLOLSCDEHNHB00806360;2024;3;2;1;42;S;27;440;1;;2;1;;1;2;1;1;;1;1;1;2;2;2;2;2;1;2;0;2;2;2;0;0;0;0;6;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;4;0;4;1045000;6;7;7;6;;7;261250;4;4;4;4;;5;502;2;0;3;0;0;0;Nuclear;Material durable;Bajo
TQRMNOSWVHKMNRCDEIIAD00867043;2024;3;1;1;1;S;32;2609;2;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;2;;1;;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;1;2;2;2;2;0;2;560000;3;;3;3;;2;280000;4;;4;4;;2;4215;1;2;97;0;0;0;Nuclear;Material durable;Bajo
TQRMNORVYHKMNUCDEIIAD00867044;2024;3;1;1;1;S;32;942;2;;3;1;;9;1;1;1;;1;1;1;1;1;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;3;98;0;0;Nuclear;Material durable;Bajo
TQRMNOQYXHMMKOCDEIJAH00812554;2024;3;1;1;1;S;33;1750;1;;3;1;;2;1;1;1;;1;1;1;3;2;2;2;3;2;1;1;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;2;0;0;0;Nuclear;Material durable;Bajo
TQRMNORTRHKMKPCDEHGHJ00867045;2024;3;1;1;44;N;20;121;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1100000;6;7;6;;7;5;550000;8;8;7;;8;7;257;1;2;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOTQUHKLKMCDEGOIH00867046;2024;3;1;1;40;N;18;71;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;1;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;2;0;2;750000;4;5;5;;5;5;375000;6;6;7;;6;8;73;1;0;98;0;0;0;Nuclear;Material durable;Bajo
TQRMNOPXWHKNLUCDEGGFB00867047;2024;3;1;1;42;S;10;622;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;7;1;6;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;Extendido;Material durable;Bajo
TQRMNOPSSHKMMMCDEGGFB00867048;2024;3;1;1;42;S;10;529;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;Nuclear;Material durable;Bajo
